Phi(固含量),d50(中位径_um),sigma(几何标准差),Emix(混合功_J),Temp(温度_C),Tau0(屈服应力_Pa)
0.6552,23.1302,1.4003,4440843.103,49.5116,103.8994
0.648,21.4875,1.467,4396378.0985,49.5715,56.9682
0.6538,21.0272,1.4966,4400235.5971,48.1365,63.6145
0.6689,28.3987,1.4708,4431105.47,48.712,110.458
0.6567,28.4105,1.4686,23386062.8991,50.4147,33.4115
0.6635,22.5513,1.5365,4687672.6697,48.3632,70.9655
0.6337,21.0214,1.4158,23830374.1603,50.1802,34.2288
0.668,27.5864,1.5725,4534710.3325,49.8145,50.6945
0.6727,26.8408,1.62,4492139.2736,48.4402,50.0282
0.6625,28.9487,1.422,4560092.6966,48.7669,93.7387
0.6582,29.5544,1.4476,4326383.2839,49.3411,55.4375
0.661,29.5089,1.4258,4399895.45,49.345,79.0367
0.6656,29.8007,1.507,4377456.0926,48.9185,56.918
0.6546,23.4349,1.5367,25845702.6507,50.33,33.7965
0.6621,20.445,1.6434,24263644.7433,50.5188,39.385
0.6724,22.83,1.5773,4213070.709,49.0474,92.6454
0.6528,26.3432,1.4115,25113912.6032,50.0879,40.6022
0.6667,30.4927,1.5674,24169552.5092,50.6033,28.467
0.6612,26.0878,1.4435,25119019.747,50.5948,51.7375
0.6599,22.5716,1.5063,4484295.0194,48.8344,71.3748
0.6543,26.2732,1.4147,25422910.4488,50.0571,42.4159
0.6508,20.9685,1.427,23405171.3384,50.9711,58.5627
0.6695,28.4234,1.5125,4591363.7806,49.2083,79.3956
0.6665,31.6173,1.5144,4394919.7857,49.7012,52.0107
0.6682,21.5732,1.6019,4539599.4404,47.7065,66.7701
0.6606,26.2619,1.5085,4341400.3153,49.0107,54.2211
0.6592,23.6329,1.5466,23987979.709,50.7845,38.8737
0.6669,20.6098,1.6238,25779741.4244,50.6133,48.8662
0.6563,29.6903,1.4085,4272033.0795,49.9071,64.8171
0.6541,27.4962,1.4567,24439087.4444,50.7575,33.5678
0.6674,26.7692,1.5394,4420495.015,47.8373,61.4617
0.6713,26.4199,1.5421,4381651.8141,49.539,84.3214
0.6689,20.8438,1.695,24530905.6046,50.5574,39.3928
0.6566,20.3935,1.5473,4531806.0408,49.5333,60.9356
0.6495,20.8511,1.474,25433749.7693,50.9952,46.1675
0.6673,29.232,1.5082,4390887.0171,49.9924,67.5076
0.6604,20.5593,1.5984,4379549.0362,49.7201,55.0617
0.6718,22.4753,1.6086,4435710.1075,49.5165,74.8262
0.6436,21.1703,1.4486,4236421.8519,47.2568,51.2131
0.6592,24.0586,1.4744,4562271.3597,47.9944,71.5702
0.6571,25.7697,1.4658,4495708.9507,49.3248,60.5531
0.6661,20.4866,1.5679,4733322.1481,47.9554,81.139
0.6728,25.3933,1.6249,4244108.8343,47.3137,53.6098
0.6611,29.463,1.4126,4281961.8663,49.9693,91.6212
0.6616,22.7773,1.4576,4591032.9353,49.6955,108.2663
0.6695,30.4324,1.5424,4433571.4215,49.5484,55.7435
0.6705,28.5838,1.5449,4650366.6328,49.1456,64.9401
0.6703,20.447,1.6795,4454011.8681,48.6827,55.4182
0.6638,21.6989,1.6127,26427336.6037,50.7809,40.9579
0.6641,21.7806,1.5964,4412237.5528,47.3696,55.1433
0.6475,21.0892,1.475,24711695.6029,50.9078,42.3424
0.6685,25.3549,1.6082,24707080.0435,50.2817,36.7767
0.6578,22.1659,1.5452,25067411.9431,50.3615,41.3212
0.6685,30.6388,1.5399,23063699.6259,50.4002,34.8177
0.6653,29.6056,1.5714,24058890.0362,50.8276,28.2616
0.6582,20.7957,1.5496,4440487.5454,48.1966,60.3931
0.6458,26.0088,1.4189,24647116.8619,50.8341,32.2429
0.6601,23.6637,1.4489,24063205.4762,50.6284,59.7312
0.6613,26.6124,1.4312,4299874.2978,49.8048,96.1957
0.6697,24.9108,1.5995,23718873.3827,50.7743,42.3927
0.6718,21.6595,1.5447,4589822.2103,48.6342,123.3184
0.6708,22.4092,1.5989,4493552.4831,48.5114,74.1407
0.6526,26.1009,1.4961,23801859.3627,50.8148,30.6159
0.6545,21.137,1.4295,4507492.3192,47.1421,92.6211
0.6687,27.3,1.4764,4369677.3167,49.7428,113.8317
0.6529,20.6165,1.5417,4255504.4515,47.935,50.9832
0.6616,30.5419,1.465,4464687.165,47.5382,54.4122
0.656,22.7773,1.4576,23774803.2097,50.0009,51.9758
0.6661,28.5838,1.5449,25208049.195,50.4019,34.1185
0.6685,25.5985,1.5362,4528379.1317,48.0677,73.9382
0.6665,21.6516,1.5904,23001685.0109,50.5515,51.4699
0.6381,21.5514,1.4415,25512079.4212,50.975,33.8924
0.667,22.3231,1.5624,4429965.4394,48.2761,75.375
0.6634,25.5344,1.5205,24382425.7277,50.0862,42.56
0.6665,29.1208,1.4706,24336677.4074,50.0399,47.145
0.6625,21.6923,1.5684,4310307.0584,48.122,61.2558
0.6598,30.6807,1.4268,4532964.7757,49.8128,66.4426
0.6514,21.7723,1.4665,4309497.1065,48.7898,63.3883
0.6596,23.7985,1.5403,24369604.8081,50.7807,39.5407
0.6577,24.081,1.5691,25216550.5986,50.6601,32.0287
0.6672,22.83,1.5773,23116396.6332,50.0768,49.8817
0.6654,20.8128,1.6081,4376228.0157,47.5695,60.5443
0.6579,25.6481,1.4323,24215177.5359,50.1037,48.9286
0.6695,26.9577,1.5686,4490944.9746,49.8689,59.493
0.6548,30.6807,1.4268,25436425.7395,50.4277,30.4834
0.6588,28.0542,1.4769,23918857.8568,50.9223,36.0092
0.6525,23.3846,1.4567,4157325.2691,49.2734,61.9377
0.669,26.5596,1.6139,24848615.4651,50.4557,33.5146
0.6666,30.1086,1.4796,23204303.1126,50.4103,43.7663
0.6629,24.6318,1.5376,4402377.9141,48.669,58.2988
0.655,25.9196,1.4039,4601480.0551,49.4914,78.8048
0.6658,22.888,1.5707,24036746.5953,50.5945,47.9736
0.6735,24.056,1.6403,4467017.7179,49.2634,58.9153
0.6589,24.4427,1.4452,4266749.7037,49.3906,86.0662
0.6627,27.572,1.4873,4269531.8197,49.4381,64.4747
0.6514,21.0284,1.4434,4373910.325,47.4952,74.5742
0.6707,29.016,1.5097,4562954.1326,48.5781,84.7079
0.6581,23.0915,1.4315,24251526.9709,50.7773,62.0699
0.66,24.622,1.5415,24204678.6787,50.7286,37.4036
0.65,22.6333,1.4563,23416065.2141,50.5208,43.2626
0.6616,20.7989,1.5538,24255626.1905,50.6128,52.7914
0.6665,24.0356,1.5439,23854772.1397,50.2699,50.1442
0.652,27.0458,1.4724,23475966.8624,50.6566,30.5835
0.658,24.2786,1.5102,24286718.6978,50.6227,40.3267
0.6667,21.3769,1.5793,24298958.9291,50.705,55.0349
0.6713,24.3607,1.4935,4485287.7412,48.0448,148.8708
0.6681,25.1533,1.603,25099043.2648,50.8455,37.7836
0.6746,20.5876,1.588,4336843.0862,48.636,120.397
0.6594,23.5829,1.5077,4297592.5189,49.5327,64.5009
0.658,20.6158,1.5202,4246155.6643,48.6027,71.8434
0.6561,22.1879,1.5129,24352295.2155,50.4367,44.3307
0.6681,27.1098,1.5579,4257871.9357,48.8765,56.896
0.6709,24.0356,1.5439,4495567.1097,48.3128,94.5207
0.659,25.9454,1.4736,24601955.0092,50.5658,42.2842
0.6732,27.0654,1.5119,4235258.2733,49.97,127.3321
0.667,21.5002,1.6148,25271649.654,50.5618,46.9837
0.6555,20.8567,1.5651,24867776.2956,50.0864,39.8165
0.665,20.3484,1.568,4466624.8631,47.5954,77.5105
0.6601,20.681,1.5535,24336542.0586,50.7472,50.7297
0.6597,25.1211,1.4921,4485298.7155,47.5756,60.2895
0.6599,21.8049,1.4487,24624493.3174,50.7557,69.1898
0.6617,28.7897,1.4276,23938087.9705,50.0399,47.3078
0.6586,27.916,1.4319,24689750.725,50.8997,43.0788
0.6626,20.1294,1.6185,24426172.751,50.9573,45.8051
0.6574,21.9306,1.5168,4486767.9081,48.4171,62.4364
0.6424,23.959,1.4217,24094035.884,50.8609,33.8823
0.6602,29.4473,1.4225,24418847.8536,50.9615,43.676
0.6683,23.0497,1.5657,4343412.1924,48.3424,74.8826
0.6619,28.0292,1.4912,4563966.0596,47.4062,54.6311
0.6618,25.9343,1.448,4247874.9807,49.1864,90.9211
0.6695,20.5194,1.5991,25095580.6868,50.5226,60.8486
0.6601,22.7873,1.5564,4265450.5486,47.8731,52.6316
0.661,24.9734,1.5292,4304696.6545,47.8525,53.0193
0.6743,20.9613,1.6867,4705700.8658,47.8222,59.5974
0.6741,22.2496,1.5491,4415076.1884,49.1578,137.6615
0.673,23.119,1.5232,4576807.3083,49.0949,146.3705
0.6628,20.5272,1.5873,4464660.3132,47.3231,61.2766
0.6567,21.7982,1.4106,4439401.9348,47.0414,112.9492
0.6531,22.7021,1.5208,24530376.2544,50.997,37.4217
0.6403,20.1389,1.4128,24770275.8991,50.6249,45.75
0.66,20.766,1.5271,4409250.8739,49.8296,77.085
0.6642,20.8579,1.5483,4503269.251,48.9511,82.0461
0.6713,27.9182,1.4791,4549665.6022,49.4043,137.0064
0.6608,21.95,1.5751,24732925.6425,50.4455,41.9407
0.643,25.0767,1.4008,25444092.0071,50.1494,32.8569
0.659,21.1803,1.5993,24264936.7712,50.5002,38.9655
0.6707,24.5502,1.5369,4531077.8084,48.9609,95.0272
0.6715,26.0619,1.6019,4646154.5514,47.4861,54.2039
0.6544,29.9394,1.4203,4246188.6636,48.4323,50.694
0.6652,23.6467,1.5298,4478903.9737,47.1869,72.6346
0.6397,22.0662,1.4311,25206954.0871,50.0845,34.5518
0.6687,21.9978,1.6401,4498745.8814,48.0737,53.8053
0.6687,21.5288,1.6296,24105679.7198,50.8182,47.93
0.6639,21.7589,1.507,25966511.9281,50.4303,62.1858
0.6641,29.6821,1.5185,24575178.9589,50.4691,32.8414
0.6707,22.1994,1.6149,4260332.065,49.1533,69.4295
0.6688,20.2423,1.7132,24866336.5464,50.9403,39.0428
0.659,22.3857,1.4977,24492058.0914,50.0629,51.0209
0.6661,20.8764,1.5601,4348921.584,48.2247,83.3675
0.6574,21.1469,1.533,25226836.7121,50.4934,46.8736
0.6508,25.5359,1.4164,25195618.6165,50.5601,39.686
0.659,24.4193,1.5577,24658016.1306,50.3441,33.9503
0.6751,24.4666,1.6253,4432962.2798,47.3494,65.5728
0.6527,20.1424,1.4339,4307374.2317,49.1342,95.1699
0.6605,21.2662,1.5541,4471895.4302,47.9801,62.1391
0.6577,20.5272,1.5873,25203019.3283,50.0096,40.6568
0.6459,27.3596,1.4047,23613455.8122,50.2875,30.9073
0.6543,20.3534,1.5084,24863081.1841,50.2216,49.7811
0.6585,27.3728,1.5111,24783989.6945,50.7873,32.0529
0.6619,22.3802,1.5298,25667654.1216,50.1156,49.3336
0.6563,26.9626,1.4445,4222710.9955,47.3703,58.3321
0.638,21.0705,1.438,24058391.4998,50.0133,35.5657
0.6645,20.8545,1.5947,24761294.887,50.9938,49.882
0.6523,22.8108,1.4112,4375500.9763,48.6728,82.0837
0.6438,20.8967,1.495,24754934.5409,50.7866,35.723
0.6748,30.9796,1.5134,4533705.054,47.6914,106.1722
0.6556,22.2405,1.4658,24185350.7688,50.2965,51.913
0.6659,23.1858,1.4858,4343680.7648,47.061,108.2708
0.6598,23.6009,1.4963,4469740.4396,49.5526,70.1493
0.6662,22.168,1.5707,24683539.4402,50.1347,51.1513
0.6513,26.898,1.4653,23950769.9647,50.9594,30.9983
0.6736,24.7627,1.6388,4164526.1711,49.7352,57.0722
0.6607,31.1734,1.4945,25745521.8323,50.7941,28.3523
0.6538,21.1969,1.5191,4506764.9854,49.2412,57.3585
0.6617,21.1435,1.642,25054478.4363,50.9989,36.6127
0.6449,22.2777,1.415,4412527.6687,49.267,59.8291
0.6661,25.9031,1.4458,4336531.0553,47.5744,128.2243
0.6442,20.0273,1.4865,24476069.9709,50.7037,40.5701
0.6656,21.3353,1.5717,4363776.5999,48.3032,72.4679
0.665,27.8083,1.462,4183023.9302,47.2214,86.1216
0.6615,27.2957,1.4187,4527655.0247,47.7954,97.7756
0.6701,21.773,1.5443,4467040.0248,48.5437,109.1592
0.6564,20.5268,1.4852,24474119.4871,50.0903,57.7028
0.6697,20.6786,1.5205,4501374.8472,49.4431,144.0449
0.6622,23.6229,1.5383,24167698.0837,50.9167,44.8863
0.6443,20.1641,1.5004,23909660.5351,50.7034,38.5544
0.665,20.8061,1.4861,4223511.929,47.5355,127.1781
0.6561,22.6023,1.5652,23776037.8915,50.1362,35.0795
0.6554,20.396,1.4653,4441248.3205,49.6244,89.4931
0.6717,25.0283,1.5748,4409215.3407,48.5654,73.5874
0.6686,26.7549,1.5998,24416910.7745,50.4057,34.5135
0.656,25.587,1.4854,24814849.1426,50.0404,36.4292
0.6723,21.0205,1.5544,4283080.1271,48.6774,127.4023
0.6528,26.1901,1.4244,26129615.3738,50.5446,38.7059
0.6639,22.7809,1.5836,24824946.5509,50.8392,42.5402
0.6683,31.7215,1.5447,25378732.9032,50.0434,30.0534
0.6579,28.822,1.4922,25699420.3673,50.0054,29.5601
0.6682,30.0294,1.4868,4360027.5019,47.0644,77.0761
0.6521,21.7625,1.4453,25345325.3532,50.5799,51.0427
0.6544,23.5003,1.4374,4299062.0416,48.0755,73.0328
0.654,23.4071,1.4619,24169666.3961,50.4047,44.9674
0.6549,23.4583,1.4014,25896270.4064,50.2365,57.3793
0.648,20.8114,1.4553,4546194.5236,49.7146,64.308
0.6576,28.306,1.4527,24828309.4488,50.1486,36.052
0.6522,28.4425,1.406,4214376.1469,47.1784,52.6287
0.6536,22.5448,1.514,23642864.175,50.3968,39.4691
0.6656,26.1211,1.5914,25038962.8102,50.0339,32.8155
0.6497,22.32,1.4277,23833850.5401,50.9507,49.1606
0.6555,20.9685,1.427,4589188.7647,49.8415,107.7698
0.6674,23.3769,1.6706,24268060.5476,50.8281,32.8907
0.6524,26.9828,1.4407,4381318.856,49.8584,51.0198
0.6626,21.4254,1.5325,24858490.0855,50.3141,55.6518
0.6582,22.7643,1.5078,24630303.7641,50.3226,46.1411
0.6636,28.0954,1.5421,25161913.911,50.0318,31.9385
0.6668,22.3704,1.532,24084003.2755,50.2036,61.3832
0.6409,20.0023,1.4041,4352934.9658,47.2405,63.3214
0.657,27.0425,1.4237,23693048.4722,50.3393,44.6792
0.6622,20.9811,1.6412,24308930.3528,50.005,37.3364
0.6516,22.2546,1.4441,25770506.3185,50.8691,48.2701
0.6651,28.3931,1.5301,25982435.5613,50.6235,34.9926
0.6592,29.9832,1.4146,4534727.2644,48.9239,72.0677
0.6676,20.6542,1.5904,24707596.0514,50.3676,57.6394
0.6646,29.1217,1.5268,24550402.1184,50.1519,33.4099
0.6614,20.9742,1.5172,24249222.7394,50.6927,59.9148
0.6627,22.742,1.587,24270499.7351,50.1519,39.9467
0.6599,26.6213,1.4999,23972131.4997,50.7201,37.7606
0.6529,27.7183,1.4117,25624438.9851,50.2759,36.6239
0.6452,22.3553,1.4423,4655110.1603,49.3361,52.4343
0.6651,23.6637,1.4489,4379782.1295,48.1127,136.8642
0.6516,27.1496,1.4197,4556858.2954,48.8224,52.9207
0.6631,29.826,1.482,4238852.3699,47.3249,56.0695
0.6656,20.065,1.6201,24500996.1481,50.4435,50.3783
0.6614,20.0633,1.5367,25144400.4871,50.9245,59.9577
0.6693,21.2773,1.6232,25534667.6355,50.8257,50.801
0.6539,20.0117,1.5295,4194953.3914,48.0647,60.0642
0.6623,26.8225,1.5115,4338098.137,49.0485,56.1369
0.6553,25.5359,1.4164,4474590.2237,49.2231,76.1169
0.6612,23.6613,1.4495,25136492.8256,50.5312,61.2675
0.6661,21.4254,1.5325,4343953.3459,49.4832,97.07
0.6514,26.1873,1.4306,4485620.9932,47.6667,51.6775
0.6703,20.5819,1.6534,4345264.9468,48.6985,62.662
0.6555,24.1958,1.4301,4428896.9792,49.3075,78.5424
0.667,28.0954,1.5421,4338169.4173,48.934,55.2265
0.6529,30.3724,1.425,24791337.5776,50.4392,29.3998
0.6628,23.1913,1.5402,4455033.4454,47.9743,63.2183
0.6599,24.1127,1.5586,25035724.6914,50.4753,35.772
0.6569,27.8667,1.4604,25099140.9433,50.8335,35.486
0.6551,26.588,1.408,4613903.9672,47.937,71.0097
0.6689,29.62,1.4883,4630702.8035,47.3995,82.2302
0.6466,27.2216,1.4174,23480383.9216,50.4837,30.7171
0.6579,21.6923,1.5684,25670248.5517,50.3076,39.2916
0.664,23.5134,1.4713,25031645.0058,50.023,63.1776
0.6731,24.8059,1.5956,4289503.0748,48.982,71.6976
0.6515,23.9288,1.4758,24814004.3093,50.5238,37.1289
0.6587,20.8015,1.5833,24323542.8574,50.029,41.9229
0.6505,24.3997,1.4876,23429538.9831,50.315,33.5198
0.6697,22.2608,1.5605,4464305.1745,48.0435,89.2193
0.6502,20.2655,1.4461,25268213.1589,50.1291,54.5398
0.6678,28.6034,1.5653,24078564.8439,50.1877,33.9057
0.6654,20.908,1.6075,4315939.8397,47.6439,60.4073
0.6578,22.5172,1.4791,4336075.2834,49.4827,76.7121
0.6442,24.0102,1.4111,4203049.7459,49.7309,51.6303
0.6506,26.588,1.408,24588899.4894,50.2444,37.6237
0.6563,29.0634,1.409,4159882.7338,49.8354,67.6365
0.6644,24.0771,1.4677,4527826.186,48.5036,106.7547
0.6672,27.1958,1.4582,4505146.4512,48.9254,116.7437
0.6584,25.8319,1.4005,25133788.7155,50.8139,56.8436
0.664,29.886,1.5052,23997651.9948,50.7625,34.7258
0.6573,20.2665,1.4977,24538918.4276,50.9095,59.3909
0.6597,22.6811,1.4575,4467324.1216,48.9849,95.1326
0.6662,23.6514,1.5758,24338144.3723,50.7924,44.875
0.6594,26.9736,1.4203,24256675.1665,50.8492,50.7439
0.6675,22.4443,1.5965,4508639.755,47.5418,61.2483
0.6724,31.3417,1.5754,4161170.7022,49.5858,50.5156
0.6689,29.3709,1.5059,25815939.859,50.6866,43.4158
0.6573,30.913,1.4071,4190589.0881,47.2764,60.9618
0.6441,23.2722,1.4237,24877046.0066,50.6061,37.0488
0.6582,22.0922,1.5356,4528970.4814,48.379,57.5134
0.6531,25.9364,1.4552,4295668.3785,49.8072,52.7386
0.6622,22.756,1.5061,24088934.2651,50.5065,54.9164
0.6601,21.858,1.6244,23584389.3273,50.7655,34.9763
0.6711,31.7191,1.5002,4422813.7312,48.6355,81.6163
0.6548,30.1159,1.4196,25564502.8548,50.3882,32.5267
0.6556,22.265,1.5327,4460221.2401,47.3538,50.3098
0.674,26.5596,1.6139,4500936.2497,49.8947,59.5215
0.6595,27.0381,1.5122,24598782.6773,50.7898,34.026
0.6588,20.0001,1.5561,24901691.227,50.902,51.1136
0.6625,30.0583,1.5388,24200288.241,50.7503,27.9324
0.6413,24.5544,1.4107,25747953.354,50.0698,31.2185
0.6633,21.7944,1.5613,4614757.7306,47.3017,63.9544
0.6674,23.119,1.5232,25866056.1987,50.1958,59.7315
0.6466,20.4109,1.4625,4635490.3121,49.2658,60.3673
0.6639,20.879,1.5022,24154250.1158,50.9494,72.0629
0.6405,20.2393,1.427,24642224.3797,50.4649,43.2939
0.6691,20.6218,1.5449,4313937.3545,48.7713,114.5583
0.6631,24.4193,1.5577,4447341.0405,47.88,52.3071
0.6504,20.8234,1.4797,24325622.8851,50.3376,46.5921
0.6602,26.1245,1.4412,23843110.5528,50.9714,51.6757
0.6702,22.7696,1.5683,4344917.4476,49.7991,87.3923
0.6607,20.0422,1.5505,25704856.4037,50.4639,54.5017
0.6677,22.3213,1.529,4299188.2283,48.5919,99.4861
0.6468,24.3176,1.4075,4582247.0031,49.4578,56.8047
0.6513,24.1455,1.4961,23448049.6572,50.4086,34.0717
0.6626,23.782,1.4688,4580281.4513,48.7145,95.5857
0.6664,27.109,1.5775,24531130.9205,50.3658,33.6799
0.6682,27.6001,1.5363,25659401.2478,50.3034,41.2273
0.6698,23.216,1.6592,25352755.2941,50.8037,37.7013
0.672,30.0579,1.574,4521418.5419,47.1526,50.5084
0.6606,21.5698,1.4727,25747777.4935,50.9131,64.6823
0.6565,20.4965,1.5204,25463153.964,50.8599,50.9758
0.6676,23.8863,1.5848,24464442.1917,50.5361,44.5157
0.6614,27.1496,1.5215,24935086.2524,50.7409,34.7522
0.6567,26.1725,1.4675,4193412.5958,48.9224,56.8971
0.6448,21.8559,1.4079,24889685.9162,50.4604,45.458
0.6671,29.1651,1.4968,23998345.3419,50.8009,43.7316
0.673,21.7125,1.5304,4712226.1466,47.8989,149.7256
0.6508,21.9324,1.444,4411200.7425,47.3458,66.2316
0.6588,29.0609,1.4543,25336323.0503,50.6259,35.8856
0.665,28.9394,1.4521,24338500.592,50.8169,49.5322
0.666,28.5552,1.4593,23657166.5055,50.3614,51.8719
0.6591,21.8086,1.4072,4580335.1653,48.1269,140.2804
0.6664,21.773,1.5443,25905750.2799,50.6818,59.3103
0.6666,31.0496,1.5547,23888389.8961,50.3034,28.7129
0.6591,27.0505,1.4617,4133886.4146,48.0834,62.0396
0.6617,23.1625,1.558,23011430.5076,50.6252,42.8187
0.6483,24.2823,1.4217,25605377.7448,50.7761,39.2218
0.6536,25.6083,1.4839,24891987.8524,50.3638,33.6223
0.6602,21.1724,1.4806,25927503.5858,50.2871,62.9573
0.6623,24.6992,1.4977,4512130.3212,49.8895,73.3145
0.6521,21.219,1.4592,24787778.7492,50.4961,51.2311
0.6636,26.6759,1.4583,4391237.7802,48.3059,88.5039
0.6723,29.6442,1.5833,4400898.2179,49.814,52.7759
0.6631,22.8411,1.6076,24612185.0464,50.3932,37.1394
0.6515,24.1642,1.4292,4212341.9292,48.2225,62.7923
0.6693,25.5623,1.5321,4353038.7526,48.6733,82.4485
0.6618,23.068,1.5978,24121983.4853,50.8975,36.6942
0.6616,23.1572,1.5291,4504176.84,49.5084,65.8753
0.666,25.6738,1.4812,4324444.1503,47.3547,93.3274
0.6596,21.3516,1.5731,24044039.4628,50.1598,42.9646
0.6515,20.8613,1.5117,4224320.7668,47.646,54.0799
0.6531,23.2644,1.5162,24034153.9712,50.6432,36.105
0.6653,22.0926,1.5226,24990968.9916,50.9668,61.7356
0.6676,29.8432,1.5252,4352865.6415,49.7424,57.8851
0.6626,23.3865,1.5158,4399143.172,47.0521,69.5754
0.6432,23.2004,1.4105,4410770.0799,47.8634,50.6935
0.6538,22.4546,1.4528,24768729.7207,50.7441,50.1985
0.6616,30.5273,1.4171,4075873.7564,49.7283,85.352
0.6752,23.946,1.5399,4356338.1539,48.2587,141.341
0.6646,25.6717,1.5361,4332994.7229,48.0472,58.4117
0.6677,21.6989,1.6127,4544078.9836,49.7201,63.3605
0.6662,31.1452,1.4871,24128728.3043,50.7179,38.3357
0.6653,28.4292,1.5022,4349123.5019,49.2096,63.9106
0.6642,20.9472,1.5565,4256200.9491,48.9176,77.5825
0.646,23.5795,1.4377,23827393.0601,50.4277,36.9344
0.6676,23.1525,1.6172,4283734.4808,48.156,52.5709
0.6658,27.0637,1.4941,25364248.091,50.3719,46.6535
0.6691,29.1217,1.5268,4453586.4474,48.3862,64.7323
0.6593,22.1575,1.429,4384876.0843,49.6519,121.3899
0.6493,21.1926,1.4951,4386512.5375,48.4264,52.6691
0.668,31.7578,1.4396,4305842.4748,48.9906,116.781
0.6625,22.4131,1.4737,24185789.4663,50.7089,66.2595
0.6457,20.5215,1.5315,24098844.4752,50.3918,34.5511
0.6583,23.5722,1.5015,4424866.3741,49.4093,62.8604
0.6693,28.1336,1.5107,24935977.185,50.5589,47.8167
0.6494,22.1974,1.4227,4219769.987,47.6581,68.5873
0.6485,21.8912,1.4498,25294023.0711,50.7767,44.0033
0.6589,21.5356,1.4526,25579517.9702,50.952,66.248
0.6616,20.2542,1.5582,25985161.2858,50.693,53.6654
0.6413,20.0447,1.4109,4498246.4711,48.9476,64.2836
0.6509,20.2801,1.4701,24418879.0769,50.8145,52.3088
0.6611,23.1728,1.4998,4314025.9456,47.5185,72.9909
0.6715,27.7197,1.4976,4442235.9255,49.4091,116.2881
0.6654,30.3718,1.4828,4554345.2276,48.4111,63.6333
0.638,20.6674,1.4588,25055131.3799,50.5051,34.4521
0.6632,25.837,1.5495,24680616.5702,50.8511,36.9489
0.6649,21.0507,1.5559,23871484.7698,50.8272,58.7859
0.6688,23.4386,1.6582,24886489.6299,50.3546,35.5257
0.6476,21.4189,1.4058,4269823.1459,48.8599,76.2892
0.6576,21.7356,1.4789,25276332.9629,50.9472,55.5626
0.6661,21.1316,1.6306,25701014.4599,50.0849,43.5331
0.6684,27.6497,1.5324,24124411.9156,50.5037,43.4434
0.6518,22.5067,1.4466,4454640.0039,47.8967,65.6825
0.6638,30.6687,1.4554,4583799.4711,48.8248,69.5021
0.6593,25.1121,1.5012,24852030.515,50.0001,40.1544
0.6615,24.381,1.4578,24111119.6995,50.1216,56.751
0.6699,21.385,1.6319,24241824.694,50.6297,50.2213
0.6672,26.4378,1.5218,4543426.7132,47.8598,70.1598
0.6619,24.1971,1.5005,4350561.9443,47.1245,69.2085
0.6576,21.6318,1.5915,25663637.644,50.6564,36.2584
0.6559,28.0582,1.4803,24358833.9868,50.4641,31.2251
0.6477,20.7691,1.4163,4323830.5275,49.4041,77.7206
0.6565,28.1653,1.4577,4297306.8732,48.9903,51.3727
0.6446,23.6521,1.4207,4271546.9796,49.533,51.3819
0.6522,20.9582,1.4968,4303603.4294,48.186,59.9426
0.663,20.488,1.5914,24136562.0498,50.5837,49.4229
0.6684,20.6352,1.6753,4544949.7847,49.3062,51.7235
0.6703,23.7505,1.4956,4398309.822,48.1568,138.9673
0.6681,29.3771,1.5951,24205798.058,50.3856,28.7416
0.6559,20.1129,1.5138,4175093.2057,47.7907,69.704
0.6538,24.3851,1.4169,26137538.1874,50.1321,47.3474
0.6632,26.7423,1.4096,4464501.3379,47.2625,129.1068
0.6573,25.2338,1.4434,4775782.19,47.6045,70.1862
0.6633,27.1452,1.4799,4574917.6174,49.5988,72.3817
0.6517,26.5881,1.4184,24446717.4313,50.3893,37.7507
0.647,24.5544,1.4107,4407472.7799,47.7151,53.3106
0.6751,24.05,1.6205,4417085.1468,48.1206,71.1514
0.649,21.137,1.4295,24192527.0245,50.333,52.1418
0.6651,23.4118,1.5119,4524567.5815,47.2221,82.6088
0.6514,20.2575,1.5459,25650023.3411,50.5729,39.7978
0.6567,27.0934,1.4391,4499673.4983,47.4999,60.5942
0.6589,27.0123,1.5173,24070257.8924,50.3884,32.6055
0.6611,21.9925,1.4757,24161959.1008,50.6057,64.0135
0.6581,28.7071,1.4565,4399648.2066,47.5093,52.6802
0.6646,30.2654,1.4533,4304839.7874,49.7596,80.1078
0.6612,31.0785,1.4533,4448248.9737,49.8132,58.5524
0.6685,25.2211,1.5801,4327488.3252,48.8878,58.5795
0.654,29.3111,1.4572,25256458.3215,50.6617,28.9506
0.665,26.2169,1.5256,24861675.6617,50.254,42.1097
0.6687,27.4888,1.5203,23387084.1276,50.9345,48.1807
0.6708,21.1316,1.6306,4481502.6617,47.2614,66.7425
0.6746,22.7294,1.5401,4228991.5827,48.3126,149.2599
0.6519,24.3707,1.4452,24771409.6505,50.8583,41.0817
0.6716,30.2926,1.527,4504291.2807,47.6378,70.9471
0.6584,26.0614,1.4261,4314415.0394,48.247,81.6174
0.6347,20.9941,1.4131,24405301.294,50.8691,35.898
0.6538,25.682,1.4398,4313497.2036,47.682,57.9278
0.6604,28.416,1.4525,4646336.1858,49.3054,65.5699
0.6717,29.3286,1.486,4415379.0972,48.4957,118.3604
0.6655,29.7433,1.5149,23335897.835,50.792,36.4016
0.6614,20.8764,1.5601,24716379.6002,50.976,50.8157
0.6635,24.07,1.4946,24897658.4825,50.5901,53.9644
